ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
2790;Anneliese Domenech;Frau;Am Deich 245;;23056;Buxtehude;DE;;02033 897;P;15;DE;Anneliese_Domenech@Buxtehude.net;
2791;Sophie Lautenbach;Frau;Mutterstadter Str. 189;;67105;Schifferstadt;DE;;0049 6235 93317;P;0;DE;Sophie_Lautenbach@Schifferstadt.net;
2792;Ida Rahn;Frau;Dudweilerstr. 172;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Rahn@St.Ingbert.net;
2793;Theresia Detemple;Frau;Arndtstrasse 67;;71116;Gaertringen;DE;;07034 / 299934;P;10;DE;Theresia_Detemple@Gaertringen.net;
2794;Cindy Benjamin;Mrs;211 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;15;EN;Cindy_Benjamin@Arlington.net;
2795;Simon Babilon;M;rue de Moillebeau 254;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Babilon@Genve.net;
2796;Roland Lautenbach;Herr;Gemeindestr. 109;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Lautenbach@Waldshut.net;
2797;August Martin;Herr;Alte Reichsstr. 164;;66464;Homburg;DE;;06841 53232;P;10;DE;August_Martin@Homburg.net;
2798;Andrej Illner;Herr;179 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;15;DE;Andrej_Illner@Ljubljana.net;
2799;Friedrich Kreiss;Herr;Friedensallee 205;;63263;Neu-Isenburg;DE;;06227 12345;P;0;DE;Friedrich_Kreiss@Neu-Isenburg.net;
2800;James Kramer;Herr;41 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Kramer@SanFrancisco.net;
2801;Florian Marshall;Herr;Gruenlingweg 153;;69180;Wiesloch;DE;;06222 12345;P;10;DE;Florian_Marshall@Wiesloch.net;
2802;Anna Meier;Frau;Lerchenstr. 166;;86343;Koenigsbrunn;DE;;08912 44376;P;15;DE;Anna_Meier@Koenigsbrunn.net;
2803;Georg Rahn;Herr;Caspar-David-Friedrich-Str. 17;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Rahn@Walldorf.net;
2804;Johann Deichgraeber;Herr;Ausfallstr. 236;;11111;Berlin;DE;;030 72545675;P;5;DE;Johann_Deichgraeber@Berlin.net;
2805;Holm Montero;Herr;Muehltalstr. 17;;69121;Heidelberg;DE;;06221 54321;P;10;DE;Holm_Montero@Heidelberg.net;
2806;Andreas Deichgraeber;Herr;Hasnerstrasse 47;;4020;Linz;AT;;0732 652149;P;15;DE;Andreas_Deichgraeber@Linz.net;
2807;Johannes Sommer;Herr;Leichhof 191;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Sommer@Mainz.net;
2808;Thomas Eichbaum;Mr.;217 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;5;EN;Thomas_Eichbaum@Chicago.net;
2809;Illya Jacqmain;Herr;Im Warmet 21;;69231;Rauenberg;DE;;0800 700707;P;10;DE;Illya_Jacqmain@Rauenberg.net;
2810;Guenther Madeira;Herr;Jacobistrasse 92;;79104;Freiburg;DE;;0761 475633;P;15;DE;Guenther_Madeira@Freiburg.net;
2811;Astrid Marshall;Frau;Karl-Schwaner-Str. 218;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Marshall@Mannheim.net;
2812;Roland Neubasler;Herr;Gemeindestr. 157;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Neubasler@Waldshut.net;
2813;Pierre Waldmann;M;131 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Waldmann@Grasse.net;
2814;Horst Benjamin;Herr;Elzstrasse 145;;79312;Emmendingen;DE;;07641 927813;P;15;DE;Horst_Benjamin@Emmendingen.net;
2815;Florian Hunter;Herr;Gruenlingweg 226;;69180;Wiesloch;DE;;06222 12345;P;0;DE;Florian_Hunter@Wiesloch.net;
2816;Salvador Heller;Sr.;271 Piedad;;41006;Sevilla;ES;;953345728;P;5;ES;Salvador_Heller@Sevilla.net;
2817;Astrid Jeremias;Frau;Karl-Schwaner-Str. 260;;68219;Mannheim;DE;;0621 801740;P;10;DE;Astrid_Jeremias@Mannheim.net;
2818;Irene Martin;Frau;Akazienweg 82;;27299;Langwedel;DE;;04232 16212;P;15;DE;Irene_Martin@Langwedel.net;
2819;Gisela Eichbaum;Frau;Goeckinghofstr. 44;;58332;Schwelm;DE;;02336/934587;P;0;DE;Gisela_Eichbaum@Schwelm.net;
2820;James Vrsic;Herr;12 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Vrsic@SanFrancisco.net;
2821;Christine Zimmermann;Frau;Emil-Heckel-Str. 275;;68163;Mannheim;DE;;0621/812547;P;10;DE;Christine_Zimmermann@Mannheim.net;
2822;Anne-Marie Illner;Frau;Marktplatz 130;;90419;Nuernberg;DE;Bay;0911 584 365;P;15;DE;Anne-Marie_Illner@Nuernberg.net;
2823;Annemarie Madeira;Frau;Stauboernchenstrasse 188;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Madeira@Kaiserslautern.net;
2824;Walter Zimmermann;Herr;Carl-Metz Strasse 155;;68163;Mannheim;DE;;0049 621 8282693;P;5;DE;Walter_Zimmermann@Mannheim.net;
2825;Guenther Heller;Herr;Jacobistrasse 39;;79104;Freiburg;DE;;0761 475633;P;10;DE;Guenther_Heller@Freiburg.net;
2826;Ida Wohl;Frau;Dudweilerstr. 122;;66386;St. Ingbert;DE;;06894 194285;P;15;DE;Ida_Wohl@St.Ingbert.net;
2827;Irmtraut Zimmermann;Frau;Max-Planck-Str. 152;;63150;Heusenstamm;DE;;06104 554433;P;0;DE;Irmtraut_Zimmermann@Heusenstamm.net;
2828;Illya Koller;Herr;Im Warmet 257;;69231;Rauenberg;DE;;0800 700707;P;5;DE;Illya_Koller@Rauenberg.net;
2829;Gisela Madeira;Frau;Goeckinghofstr. 120;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Madeira@Schwelm.net;
2830;Mathilde Henry;Frau;Erlengrund 24;;68789;St. Leon-Rot;DE;;06227 13813;P;15;DE;Mathilde_Henry@St.Leon-Rot.net;
2831;Lothar Lautenbach;Herr;Hauptstr. 104;;69180;Walldorf;DE;;06227 12345;P;0;DE;Lothar_Lautenbach@Walldorf.net;
2832;Anne-Marie Henry;Frau;Marktplatz 138;;90419;Nuernberg;DE;Bay;0911 584 365;P;5;DE;Anne-Marie_Henry@Nuernberg.net;
2833;Christine Cesari;Frau;Emil-Heckel-Str. 124;;68163;Mannheim;DE;;0621/812547;P;10;DE;Christine_Cesari@Mannheim.net;
2834;Roland Madeira;Herr;Gemeindestr. 187;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Madeira@Waldshut.net;
2835;Annemarie Kramer;Frau;Stauboernchenstrasse 69;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Kramer@Kaiserslautern.net;
2836;Claire Benz;Frau;Meerfeldstr. 49;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;5;DE;Claire_Benz@Mannheim-Lindenhof.net;
2837;Irmtraut Sommer;Frau;Max-Planck-Str. 235;;63150;Heusenstamm;DE;;06104 554433;P;10;DE;Irmtraut_Sommer@Heusenstamm.net;
2838;Andrej Picard;Herr;143 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;15;DE;Andrej_Picard@Ljubljana.net;
2839;Chantal Dumbach;Mme;129 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;0;FR;Chantal_Dumbach@Vlizy.net;
2840;Guenther Heller;Herr;Jacobistrasse 170;;79104;Freiburg;DE;;0761 475633;P;5;DE;Guenther_Heller@Freiburg.net;
2841;Laura Kirk;Frau;Raupelsweg 144;;60118;Mainz;DE;;06221 934 432;P;10;DE;Laura_Kirk@Mainz.net;
2842;Guillermo Schneider;Mr.;176 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;15;ES;Guillermo_Schneider@Madrid.net;
2843;Guillermo Eichbaum;Mr.;184 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;0;ES;Guillermo_Eichbaum@Madrid.net;
2844;Mathilde Waldmann;Frau;Erlengrund 209;;68789;St. Leon-Rot;DE;;06227 13813;P;5;DE;Mathilde_Waldmann@St.Leon-Rot.net;
2845;Amelie Trensch;Frau;Froschstr. 162;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Trensch@Amelie.net;
2846;Christa Meier;Frau;Ausserhalb 135;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;15;DE;Christa_Meier@Seeheim-Jugenheim.net;
2847;Walter Neubasler;Herr;Carl-Metz Strasse 97;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Neubasler@Mannheim.net;
2848;Florian Hoffen;Herr;Gruenlingweg 121;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Hoffen@Wiesloch.net;
2849;Horst Picard;Herr;Elzstrasse 269;;79312;Emmendingen;DE;;07641 927813;P;10;DE;Horst_Picard@Emmendingen.net;
2850;Jean Henry;M;75 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;15;FR;Jean_Henry@Bruxelles.net;
2851;Anne-Marie Jeremias;Frau;Marktplatz 89;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Jeremias@Nuernberg.net;
2852;Sophie Koslowski;Frau;Mutterstadter Str. 222;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Koslowski@Schifferstadt.net;
2853;Marta Eichbaum;Sra.;56 Camelias;;08014;Barcelona;ES;;932374423;P;10;ES;Marta_Eichbaum@Barcelona.net;
2854;Uli Buehler;Frau;Franz-Marc-Str. 103;;70111;Reutlingen;DE;;0734 372509;P;15;DE;Uli_Buehler@Reutlingen.net;
2855;Christa Neubasler;Frau;Ausserhalb 7;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;0;DE;Christa_Neubasler@Seeheim-Jugenheim.net;
2856;Marta Detemple;Sra.;18 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Detemple@Barcelona.net;
2857;Peter Cesari;Herr;Karl-Marx-Allee 258;;16233;Potsdam;DE;;03224 78655;P;10;DE;Peter_Cesari@Potsdam.net;
2858;Anna Meier;Frau;N7, 26;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Meier@Mannheim.net;
2859;Cindy Delon;Mrs;29 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;0;EN;Cindy_Delon@Arlington.net;
2860;Florian Sommer;Herr;Gruenlingweg 32;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Sommer@Wiesloch.net;
2861;Ulla Detemple;Frau;Gruenlingweg 38;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Detemple@Wiesloch.net;
2862;Pierre Cesari;M;154 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Cesari@Grasse.net;
2863;Johannes Moyano;Herr;Leichhof 150;;55128;Mainz;DE;;06131 125627;P;15;DE;Johannes_Moyano@Mainz.net;
2864;Salvador Moyano Aguirre;Sr.;60 Piedad;;41006;Sevilla;ES;;953345728;P;0;ES;Salvador_Moyano@Sevilla.net;
2865;Salvador Legrand;Sr.;81 Piedad;;41006;Sevilla;ES;;953345728;P;5;ES;Salvador_Legrand@Sevilla.net;
2866;Theresia Weiss;Frau;Arndtstrasse 48;;71116;Gaertringen;DE;;07034 / 299934;P;10;DE;Theresia_Weiss@Gaertringen.net;
2867;Jean-Luc Madeira;Herr;194 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Madeira@Paris.net;
2868;Johannes Picard;Herr;Leichhof 19;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Picard@Mainz.net;
2869;Florian Mechler;Herr;Gruenlingweg 88;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Mechler@Wiesloch.net;
2870;Florian Buehler;Herr;Gruenlingweg 246;;69180;Wiesloch;DE;;06222 12345;P;10;DE;Florian_Buehler@Wiesloch.net;
2871;Astrid Sudhoff;Frau;Karl-Schwaner-Str. 216;;68219;Mannheim;DE;;0621 801740;P;15;DE;Astrid_Sudhoff@Mannheim.net;
2872;Jean-Luc Sommer;Herr;242 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;0;FR;Jean-Luc_Sommer@Paris.net;
2873;Siegfried Simonen;Herr;Schillerstr. 114;;15344;Strausberg;DE;;03342 365749;P;5;DE;Siegfried_Simonen@Strausberg.net;
2874;Laura Schneider;Frau;Raupelsweg 223;;60118;Mainz;DE;;06221 934 432;P;10;DE;Laura_Schneider@Mainz.net;
2875;Friedrich Gahl;Herr;Friedensallee 264;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Gahl@Neu-Isenburg.net;
2876;Irene Fischmann;Frau;Akazienweg 9;;27299;Langwedel;DE;;04232 16212;P;0;DE;Irene_Fischmann@Langwedel.net;
2877;Achim Koslowski;Herr;Rankestr. 94;;76137;Karlsruhe;DE;;0721 37758;P;5;DE;Achim_Koslowski@Karlsruhe.net;
2878;Hendrik Deichgraeber;Herr;Auf dem Huegel 100;;75757;Elsenz;DE;;07272 757575;P;10;DE;Hendrik_Deichgraeber@Elsenz.net;
2879;Theresia Dumbach;Frau;Arndtstrasse 5;;71116;Gaertringen;DE;;07034 / 299934;P;15;DE;Theresia_Dumbach@Gaertringen.net;
2880;Andreas Pratt;Herr;Hasnerstrasse 132;;4020;Linz;AT;;0732 652149;P;0;DE;Andreas_Pratt@Linz.net;
2881;Claire Gutenberg;Frau;Meerfeldstr. 107;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;5;DE;Claire_Gutenberg@Mannheim-Lindenhof.net;
2882;Theresia Hunter;Frau;Arndtstrasse 210;;71116;Gaertringen;DE;;07034 / 299934;P;10;DE;Theresia_Hunter@Gaertringen.net;
2883;Jean-Luc Jacqmain;Herr;160 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Jacqmain@Paris.net;
2884;Claire Goelke;Frau;Meerfeldstr. 161;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;0;DE;Claire_Goelke@Mannheim-Lindenhof.net;
2885;Anna Rahn;Frau;Lerchenstr. 276;;86343;Koenigsbrunn;DE;;08912 44376;P;5;DE;Anna_Rahn@Koenigsbrunn.net;
2886;Thilo Sessler;Herr;Zwischergasse 42;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_Sessler@Dielheim.net;
2887;Stephen Barth;Herr;Arionweg 252;;68723;Schwetzingen;DE;;06202 12345;P;15;DE;Stephen_Barth@Schwetzingen.net;
2888;Adam Lindwurm;Herr;Heidelberger Str. 196;;69483;Wald-Michelbach;DE;;06207 4138;P;0;DE;Adam_Lindwurm@Wald-Michelbach.net;
2889;Andrej Koslowski;Herr;86 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;5;DE;Andrej_Koslowski@Ljubljana.net;
2890;Anna Cesari;Frau;Lerchenstr. 234;;86343;Koenigsbrunn;DE;;08912 44376;P;10;DE;Anna_Cesari@Koenigsbrunn.net;
2891;Carmel Simonen;Dr.;13 Oak Street;;07666;Teaneck;US;;973-331-3069;P;15;EN;Carmel_Simonen@Teaneck.net;
2892;Anna Trensch;Frau;Lerchenstr. 127;;86343;Koenigsbrunn;DE;;08912 44376;P;0;DE;Anna_Trensch@Koenigsbrunn.net;
2893;Anneliese Moyano;Frau;Am Deich 173;;23056;Buxtehude;DE;;02033 897;P;5;DE;Anneliese_Moyano@Buxtehude.net;
2894;Irene Sessler;Frau;Akazienweg 51;;27299;Langwedel;DE;;04232 16212;P;10;DE;Irene_Sessler@Langwedel.net;
2895;Guillermo Delon;Mr.;33 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;15;ES;Guillermo_Delon@Madrid.net;
2896;Guillermo Picard;Mr.;261 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;0;ES;Guillermo_Picard@Madrid.net;
2897;Stephen Zimmermann;Herr;Arionweg 204;;68723;Schwetzingen;DE;;06202 12345;P;5;DE;Stephen_Zimmermann@Schwetzingen.net;
2898;Johannes Detemple;Herr;Leichhof 136;;55128;Mainz;DE;;06131 125627;P;10;DE;Johannes_Detemple@Mainz.net;
2899;Amelie Vrsic;Frau;Froschstr. 28;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Vrsic@Amelie.net;
2900;Christa Benz;Frau;Ausserhalb 62;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;0;DE;Christa_Benz@Seeheim-Jugenheim.net;
2901;Annemarie Cesari;Frau;Stauboernchenstrasse 31;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;5;DE;Annemarie_Cesari@Kaiserslautern.net;
2902;Claire Montero;Frau;Meerfeldstr. 244;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;10;DE;Claire_Montero@Mannheim-Lindenhof.net;
2903;Anneliese Meier;Frau;Am Deich 163;;23056;Buxtehude;DE;;02033 897;P;15;DE;Anneliese_Meier@Buxtehude.net;
2904;Anna Kreiss;Frau;N7, 267;;68161;Mannheim;DE;;0621/25871;P;0;DE;Anna_Kreiss@Mannheim.net;
2905;Guillermo Zimmermann;Mr.;256 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;5;ES;Guillermo_Zimmermann@Madrid.net;
2906;Salvador Delon;Sr.;182 Piedad;;41006;Sevilla;ES;;953345728;P;10;ES;Salvador_Delon@Sevilla.net;
2907;Thilo Leisert;Herr;Zwischergasse 118;;23496;Dielheim;DE;;1234 5678900386;P;15;DE;Thilo_Leisert@Dielheim.net;
2908;Ludwig DOultrement;Herr;Wilhelminentr. 96;;64283;Darmstadt;DE;;06151 77372;P;0;DE;Ludwig_DOultrement@Darmstadt.net;
2909;Adam Miguel;Herr;Heidelberger Str. 215;;69483;Wald-Michelbach;DE;;06207 4138;P;5;DE;Adam_Miguel@Wald-Michelbach.net;
2910;Adam Barth;Herr;Heidelberger Str. 265;;69483;Wald-Michelbach;DE;;06207 4138;P;10;DE;Adam_Barth@Wald-Michelbach.net;
2911;Anneliese Columbo;Frau;Am Deich 40;;23056;Buxtehude;DE;;02033 897;P;15;DE;Anneliese_Columbo@Buxtehude.net;
2912;Annemarie Rahn;Frau;Stauboernchenstrasse 68;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Rahn@Kaiserslautern.net;
2913;Uli Columbo;Frau;Franz-Marc-Str. 281;;70111;Reutlingen;DE;;0734 372509;P;5;DE;Uli_Columbo@Reutlingen.net;
2914;Uli Rahn;Frau;Franz-Marc-Str. 1;;70111;Reutlingen;DE;;0734 372509;P;10;DE;Uli_Rahn@Reutlingen.net;
2915;Ida Cesari;Frau;Dudweilerstr. 74;;66386;St. Ingbert;DE;;06894 194285;P;15;DE;Ida_Cesari@St.Ingbert.net;
2916;Anna Sessler;Frau;N7, 274;;68161;Mannheim;DE;;0621/25871;P;0;DE;Anna_Sessler@Mannheim.net;
2917;Annemarie Pratt;Frau;Stauboernchenstrasse 140;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;5;DE;Annemarie_Pratt@Kaiserslautern.net;
2918;Allen Dumbach;Mr.;141 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;10;EN;Allen_Dumbach@N.Massapequa.net;
2919;Friedrich Hunter;Herr;Friedensallee 270;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Hunter@Neu-Isenburg.net;
2920;Amelie Kreiss;Frau;Froschstr. 206;;68753;Amelie;DE;;07254 953350;P;0;DE;Amelie_Kreiss@Amelie.net;
2921;Andrej Heller;Herr;55 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;5;DE;Andrej_Heller@Ljubljana.net;
2922;Gisela Detemple;Frau;Goeckinghofstr. 201;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Detemple@Schwelm.net;
2923;Johannes Barth;Herr;Leichhof 8;;55128;Mainz;DE;;06131 125627;P;15;DE;Johannes_Barth@Mainz.net;
2924;Kurt Sudhoff;Dr.;Waldmann 165;;69207;Kurt;DE;;06221 922 053;P;0;DE;Kurt_Sudhoff@Kurt.net;
2925;Jean-Luc Koslowski;Herr;72 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;5;FR;Jean-Luc_Koslowski@Paris.net;
2926;Pierre Fischmann;M;224 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Fischmann@Grasse.net;
2927;Astrid Koslowski;Frau;Karl-Schwaner-Str. 168;;68219;Mannheim;DE;;0621 801740;P;15;DE;Astrid_Koslowski@Mannheim.net;
2928;Georg Madeira;Herr;Caspar-David-Friedrich-Str. 53;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Madeira@Walldorf.net;
2929;Simon Marshall;M;rue de Moillebeau 137;;1211;Genve;CH;;+41 22 730 4003;P;5;FR;Simon_Marshall@Genve.net;
2930;Andrej Lindwurm;Herr;214 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;10;DE;Andrej_Lindwurm@Ljubljana.net;
2931;Annemarie Sisko;Frau;Stauboernchenstrasse 272;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;15;DE;Annemarie_Sisko@Kaiserslautern.net;
2932;James Neubasler;Herr;83 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;0;EN;James_Neubasler@SanFrancisco.net;
2933;Christine Hunter;Frau;Emil-Heckel-Str. 259;;68163;Mannheim;DE;;0621/812547;P;5;DE;Christine_Hunter@Mannheim.net;
2934;Walter Jacqmain;Herr;Carl-Metz Strasse 151;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Jacqmain@Mannheim.net;
2935;Georg Leisert;Herr;Caspar-David-Friedrich-Str. 11;;69190;Walldorf;DE;;06227/57188;P;15;DE;Georg_Leisert@Walldorf.net;
2936;Ludwig Trensch;Herr;Wilhelminentr. 105;;64283;Darmstadt;DE;;06151 77372;P;0;DE;Ludwig_Trensch@Darmstadt.net;
2937;Ruth Gueldenpfennig;Frau;Melissenstr. 64;;41466;Neuss;DE;;02131 465750;P;5;DE;Ruth_Gueldenpfennig@Neuss.net;
2938;Florian Pan;Herr;Gruenlingweg 255;;69180;Wiesloch;DE;;06222 12345;P;10;DE;Florian_Pan@Wiesloch.net;
2939;Hendrik Gueldenpfennig;Herr;Auf dem Huegel 119;;75757;Elsenz;DE;;07272 757575;P;15;DE;Hendrik_Gueldenpfennig@Elsenz.net;
2940;Roland Buchholm;Herr;Gemeindestr. 77;;79761;Waldshut;DE;;07751 800753;P;0;DE;Roland_Buchholm@Waldshut.net;
2941;Dominik Moyano;Herr;Albert-Schweitzer-Str. 263;;75305;Neuenburg;DE;;07082/8950;P;5;DE;Dominik_Moyano@Neuenburg.net;
2942;Thilo Benjamin;Herr;Zwischergasse 106;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_Benjamin@Dielheim.net;
2943;Illya Columbo;Herr;Im Warmet 45;;69231;Rauenberg;DE;;0800 700707;P;15;DE;Illya_Columbo@Rauenberg.net;
2944;Johannes Miguel;Herr;Leichhof 249;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Miguel@Mainz.net;
2945;Juan Lautenbach;Sr.;117 Fuenlabrada;;28017;Madrid;ES;;914782397;P;5;ES;Juan_Lautenbach@Madrid.net;
2946;Mathilde Wohl;Frau;Erlengrund 175;;68789;St. Leon-Rot;DE;;06227 13813;P;10;DE;Mathilde_Wohl@St.Leon-Rot.net;
2947;Anne-Marie Benz;Frau;Marktplatz 70;;90419;Nuernberg;DE;Bay;0911 584 365;P;15;DE;Anne-Marie_Benz@Nuernberg.net;
2948;Simon Sudhoff;M;rue de Moillebeau 279;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Sudhoff@Genve.net;
2949;Illya Mechler;Herr;Im Warmet 22;;69231;Rauenberg;DE;;0800 700707;P;5;DE;Illya_Mechler@Rauenberg.net;
2950;Fabio Vrsic;Mr.;Via Giulio Cesare 66;;00195;Roma;IT;;3452738785;P;10;IT;Fabio_Vrsic@Roma.net;
2951;Friedrich Mechler;Herr;Friedensallee 237;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Mechler@Neu-Isenburg.net;
2952;Cindy Simonen;Mrs;158 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;0;EN;Cindy_Simonen@Arlington.net;
2953;Holm Simonen;Herr;Muehltalstr. 278;;69121;Heidelberg;DE;;06221 54321;P;5;DE;Holm_Simonen@Heidelberg.net;
2954;Johann Goelke;Herr;Ausfallstr. 91;;11111;Berlin;DE;;030 72545675;P;10;DE;Johann_Goelke@Berlin.net;
2955;Illya Domenech;Herr;Im Warmet 63;;69231;Rauenberg;DE;;0800 700707;P;15;DE;Illya_Domenech@Rauenberg.net;
2956;Friedrich Jacqmain;Herr;Friedensallee 113;;63263;Neu-Isenburg;DE;;06227 12345;P;0;DE;Friedrich_Jacqmain@Neu-Isenburg.net;
2957;James Koslowski;Herr;16 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Koslowski@SanFrancisco.net;
2958;Cindy Vrsic;Mrs;3 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Vrsic@Arlington.net;
2959;Theresia Koller;Frau;Arndtstrasse 220;;71116;Gaertringen;DE;;07034 / 299934;P;15;DE;Theresia_Koller@Gaertringen.net;
2960;Walter Detemple;Herr;Carl-Metz Strasse 181;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Detemple@Mannheim.net;
2961;Dominik Hoffen;Herr;Albert-Schweitzer-Str. 229;;75305;Neuenburg;DE;;07082/8950;P;5;DE;Dominik_Hoffen@Neuenburg.net;
2962;Benjamin Prinz;Mr;25 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;10;EN;Benjamin_Prinz@NewOrleans.net;
2963;Claire Gahl;Frau;Meerfeldstr. 171;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;15;DE;Claire_Gahl@Mannheim-Lindenhof.net;
2964;Stephen Moyano;Herr;Arionweg 111;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Moyano@Schwetzingen.net;
2965;Christine Madeira;Frau;Emil-Heckel-Str. 251;;68163;Mannheim;DE;;0621/812547;P;5;DE;Christine_Madeira@Mannheim.net;
2966;Anna Moyano;Frau;N7, 23;;68161;Mannheim;DE;;0621/25871;P;10;DE;Anna_Moyano@Mannheim.net;
2967;Cindy Zimmermann;Mrs;238 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;15;EN;Cindy_Zimmermann@Arlington.net;
2968;Juan Hansmann;Sr.;11 Fuenlabrada;;28017;Madrid;ES;;914782397;P;0;ES;Juan_Hansmann@Madrid.net;
2969;Chantal Wohl;Mme;59 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;5;FR;Chantal_Wohl@Vlizy.net;
2970;August Heller;Herr;Alte Reichsstr. 212;;66464;Homburg;DE;;06841 53232;P;10;DE;August_Heller@Homburg.net;
2971;Lothar Miguel;Herr;Hauptstr. 36;;69180;Walldorf;DE;;06227 12345;P;15;DE;Lothar_Miguel@Walldorf.net;
